"","logFC","logCPM","LR","PValue","FDR"
"CXCR2",1.33971151071225,0.907668846891375,45.8449155694332,1.27994904687107e-11,2.86078020542036e-11
"CXCR3",3.3874425298912,2.54670240665588,224.84140915344,7.95059669487511e-51,9.45378612585349e-50
"CXCR4",2.96957198748534,7.75822243692291,454.333576484789,8.22279284966496e-101,5.39697756242988e-99
"CXCR6",3.11000809186467,3.042575918527,246.060251703373,1.87658030881302e-55,2.67808141963652e-54
"CXCR7",2.47514541085226,6.76214066991999,260.455233229274,1.36548362516106e-58,2.26804242266161e-57
"CXorf21",2.0580154996161,1.73489660725545,194.972896187579,2.61172156829586e-44,2.33846392103606e-43
"CXorf36",1.99745937487174,6.22584966896084,212.418611930344,4.07574749758277e-48,4.26436530663523e-47
"CYBB",2.00593087255865,6.45661762302655,142.659125659374,6.97849961469794e-33,3.94433481636512e-32
"CYFIP2",-2.53573769178386,8.36194551902281,789.814048046163,8.8448016256632e-174,2.86475433523382e-171
"CYGB",1.74457088789426,6.05838994249581,173.199709054972,1.48031879204048e-39,1.08220165272871e-38
"CYP17A1",-1.74298809802113,4.22257919029295,21.8505854992947,2.94726655338095e-06,4.89917710351699e-06
"CYP1B1",-1.04465543754467,6.22521334137335,36.1020202863058,1.87252609553033e-09,3.76806676084635e-09
"CYP21A2",2.05984215788293,2.70796985697125,101.920185637799,5.78044821148642e-24,2.24805267300799e-23
"CYP24A1",-1.15627005929102,3.71073213427242,13.0769628362389,0.000298949787082837,0.000433864492280069
"CYP26B1",-1.67858284970874,3.23730630543954,168.454987610516,1.60924223384785e-38,1.12881826940203e-37
"CYP27B1",-3.86078054691229,2.17393158321836,581.477940973725,1.78895405400137e-128,2.4452868303272e-126
"CYP2A6",8.76393586383385,0.963864496527627,25.1573285470164,5.28384764526856e-07,9.19351232825601e-07
"CYP2B6",-4.70321958011319,1.46021341052765,188.246391386034,7.67564772566641e-43,6.46463965317716e-42
"CYP2C8",2.32963083967461,1.95851369991711,66.7004803487941,3.1605807229277e-16,8.82156091998871e-16
"CYP2C9",2.34571757687458,1.27118745532447,32.8947743249934,9.72844204973026e-09,1.87873050031019e-08
"CYP2D6",2.75462750698522,0.332316324963559,79.2468994717336,5.48133155021167e-19,1.73610456561657e-18
"CYP2J2",5.40527460329834,7.1845035560188,296.987806726625,1.49292401448029e-66,3.31986192414057e-65
"CYP2S1",-1.24481178601145,2.03593663459427,101.891660000503,5.86428979770648e-24,2.27946918069473e-23
"CYP39A1",-1.57570062971238,2.2820624693921,97.3282244180202,5.87370723085399e-23,2.19219348778792e-22
"CYP3A4",-1.35468983212325,0.121350127469043,21.9709158567564,2.76813607872238e-06,4.60809602646757e-06
"CYP3A5",2.1992505504237,4.72206403012827,94.4302088284269,2.53887903565898e-22,9.20583079880338e-22
"CYP3A7",-1.00025830304211,1.43652832432846,21.7915071259572,3.03942563618855e-06,5.04730300418784e-06
"CYP46A1",1.02796341646524,1.29821104607431,48.0176407220554,4.22401611917228e-12,9.6583204664745e-12
"CYP4A11",-1.72087399667873,7.10437866241194,40.185345697123,2.30974381019631e-10,4.85371975008671e-10
"CYP4A22",-4.45466480148819,0.142150034665851,168.561926730683,1.52497832077107e-38,1.07071875594572e-37
"CYP4B1",-1.83643241739362,0.153489581440492,86.0047430109595,1.79504585654994e-20,6.04939792280877e-20
"CYP4F2",-5.07027053588019,2.59243470801412,214.762055299282,1.25595569835519e-48,1.35108187363133e-47
"CYP4F3",-2.47868113853043,2.43837564235594,97.431894423908,5.57409014354801e-23,2.08297890766796e-22
"CYP8B1",-1.40793135920798,3.59425414252231,45.9060218776234,1.24064004227909e-11,2.77417019209308e-11
"CYS1",-2.40642595324369,7.23729004973163,347.218757259821,1.70923361912405e-77,5.70983670209176e-76
"CYSLTR1",1.56667554182231,1.58879666891736,162.63959611046,2.99886501992971e-37,2.00719182084154e-36
"CYSLTR2",1.43030131146463,3.66046592393326,21.1963207462419,4.14559570864941e-06,6.83697481327955e-06
"CYTH4",2.25619303907822,4.5047961005763,297.764406869394,1.01120170878556e-66,2.27925783043814e-65
"CYTIP",1.49448790508564,4.03881693607758,118.215174341016,1.55562663670747e-27,7.09219132812257e-27
"CYTL1",2.21711323058556,1.07717883794907,128.69509968702,7.90791161902268e-30,3.95634570892609e-29
"D4S234E",-1.30002362668395,1.0674061435094,35.6382131756184,2.37581042416332e-09,4.75321599430768e-09
"DACH1",-2.17273686179259,3.26073366227375,286.506416853253,2.86940682331979e-64,5.84034047276523e-63
"DACT2",-1.42222912176731,2.21532450549828,26.6066935876795,2.49378271993692e-07,4.42899853907977e-07
"DAG1",-1.2534689764738,6.91889566282244,442.404605151599,3.2442526449479e-98,1.96488293321458e-96
"DAK",-1.31762943516197,5.4086444801987,496.426715352124,5.69443233800413e-110,4.6109427936915e-108
"DAO",-3.18896858108296,3.39621396397304,216.194292853044,6.11698825690743e-49,6.68159882988738e-48
"DAPL1",2.26756254960381,1.22346950085029,11.3208245084758,0.000766426742265753,0.00108032091135454
"DAPP1",1.05581348512357,2.26603627435703,53.991731560038,2.01335082370582e-13,4.91752687252344e-13
"DARS",1.26301318835477,7.63560272363174,369.584536967189,2.3049070734183e-82,8.89658302768375e-81
"DAZ1",2.44225022834158,0.83640240851106,16.6831587088452,4.41713966541861e-05,6.80005826359495e-05
"DBF4",1.29062453970845,2.5629720406475,153.091568797837,3.65814333177281e-35,2.25964666252417e-34
"DBT",-1.43494449076508,5.3914360806895,961.337262177078,4.55320784736324e-211,3.23039255799357e-208
"DCAF11",-1.12103706163098,6.39385424799537,612.432369569361,3.30906587364444e-135,5.30126585499231e-133
"DCDC2",-1.54953496787945,5.6284515311538,121.662517847322,2.73641812537982e-28,1.27885488237246e-27
"DCHS2",1.96728909437243,1.79600272903889,70.1339213311019,5.5411861073737e-17,1.59996379484033e-16
"DCLK1",2.41185491083548,4.77399629042348,161.759721770196,4.66856119055102e-37,3.09141747457865e-36
"DCLK3",4.1809203720754,0.245423312561073,267.634889004769,3.71863147671179e-60,6.5800344859298e-59
"DCN",-2.55076883478456,7.19224470292216,168.355956412124,1.69142207355817e-38,1.18534795267842e-37
"DCXR",-2.74468006446049,5.88865102694161,841.675676850549,4.69139720351874e-185,1.94158685931183e-182
"DDB2",2.35293440459354,5.54955434431522,756.01478726694,1.97504583019289e-166,5.76984467138114e-164
"DDC",-1.73237611900636,6.39212164697919,79.2609438591456,5.44250462697656e-19,1.72417343051932e-18
"DDIT4",2.06551575450636,8.72761072712766,235.661952324043,3.4723929313783e-53,4.4909012399831e-52
"DDN",-6.50912107418418,2.42193734603081,1116.63166261377,8.01885445309896e-245,1.08611738633383e-241
"DDX11",1.14614140197716,4.03825986459037,101.047173851557,8.98186474263145e-24,3.46596225849433e-23
"DDX12",2.69977281151274,1.69140991180561,255.553749813989,1.59854230066902e-57,2.52831016323437e-56
"DDX26B",2.07755276764067,3.46518741796361,299.162429027093,5.0147664441478e-67,1.14068710307417e-65
"DDX43",1.36863993634378,0.529082885544867,15.4740975593269,8.3643667223085e-05,0.000126183858641182
"DDX55",1.06872908818744,4.36700079638999,229.446936157211,7.86968236241181e-52,9.73032344544179e-51
"DDX60L",1.13301429036883,4.49592047862421,191.344678595793,1.6174172079904e-43,1.39860121775096e-42
"DEF6",2.23964517051799,3.76272979709504,278.486154025911,1.60506469604317e-62,3.09765011740248e-61
"DEFB1",-2.02491506002813,7.50279801161452,90.9118214162077,1.50219510878866e-21,5.27983131064928e-21
"DEGS1",1.42929506625589,7.29555379809483,201.593101788694,9.37968280343138e-46,8.92387573999515e-45
"DEGS2",-3.39263300606441,3.02512726075658,630.491138950743,3.90843767579403e-139,7.01588107610305e-137
"DENND1B",-1.37402578045715,2.0824546403455,179.093224048212,7.64555469033591e-41,5.88383880843568e-40
"DEPDC1",2.62543279852037,1.54395576813489,164.616465164251,1.10941209076245e-37,7.54066183406463e-37
"DEPDC6",-1.41140693877442,5.11288471963845,368.851620835683,3.32837982389125e-82,1.27479514128935e-80
"DERL3",2.16982205360933,3.4020849762965,101.586930937401,6.83950543370659e-24,2.65300160002068e-23
"DES",-2.09988282172124,5.01083715221278,66.2595580790152,3.95286304004216e-16,1.09773916931199e-15
"DGCR10",4.3213179564323,0.510668391255453,302.282203655548,1.04848502794257e-67,2.44466016139537e-66
"DGCR9",4.2746178324372,3.19538634976479,413.61163858155,5.99754906136568e-92,3.15750824965679e-90
"DGKA",1.17523827496637,4.01997489101532,107.598746983741,3.29093208564835e-25,1.35408995150718e-24
"DGKD",2.10205460926455,5.4553745809914,366.617442125663,1.02021294637735e-81,3.86772333029926e-80
"DGKI",1.10720639437335,1.47569848595231,24.0881848797233,9.2023192480279e-07,1.57682983871613e-06
"DGKZ",1.02797584516011,6.07497462811947,257.718981221933,5.39177846905017e-58,8.77946529075175e-57
"DHDH",-1.43533535128617,2.47690884048829,45.4633424085284,1.55522480288895e-11,3.46150199256685e-11
"DHDPSL",-1.83136444941748,5.15863126078701,185.959171106416,2.42329056102058e-42,1.99693617636314e-41
"DHRS11",-1.66224134517648,3.18187209002015,362.49533000682,8.05820233287483e-81,2.94262638621328e-79
"DHRS4",-1.04280488440188,5.73072140992298,148.371486848964,3.93483487096211e-34,2.33009160343658e-33
"DHRS9",2.75080792515912,1.01314763600329,143.865157134548,3.80252686620684e-33,2.16566696405259e-32
"DIAPH2",1.14739322272258,4.27836408090465,179.646889800062,5.78787320322588e-41,4.47501415956732e-40
"DIO1",-4.74202085600539,3.45943181576197,401.041965255794,3.26672551178727e-89,1.57003043226189e-87
"DIRAS1",-2.21514708269246,1.82944101551683,82.6958749633434,9.57007580953067e-20,3.12959963753726e-19
"DIRAS2",3.26366997748382,4.89477122343895,248.289308911304,6.12901647309738e-56,8.94380180535532e-55
"DIRAS3",-1.65648812563931,1.93805975579593,114.081848140447,1.25039255604527e-26,5.50520055925485e-26
"DIRC3",2.13852020194252,0.576041327165569,126.564587292059,2.31348610963019e-29,1.13234656857359e-28
"DISC1",1.89097815221968,3.89110980499959,463.447094203402,8.54574741516932e-103,6.09201391093817e-101
"DISP2",1.20367659615747,1.06038587303545,39.862269514585,2.72516914399669e-10,5.70978696054095e-10
"DKFZP686I15217",1.29269273574603,1.99313015935011,148.534544411569,3.6247963508198e-34,2.15077024416026e-33
"DKK1",1.02688727735044,0.642399833779111,15.247976402698,9.42777132501775e-05,0.000141525808535455
"DKK2",1.17215628376463,0.269770566111367,21.8589745845625,2.93440934696515e-06,4.87834912524367e-06
"DLG2",-1.28379686382542,1.6571363538935,62.1876319433611,3.12242814993318e-15,8.33411985056511e-15
"DLGAP5",2.66171138189901,1.73578923746856,144.84350758732,2.32366867439327e-33,1.33824273597933e-32
"DLK2",4.2208394739087,0.873925802979542,155.288341386359,1.21110754765607e-35,7.58801150232458e-35
"DLL4",2.34408954070796,6.59087266515416,234.028489191439,7.88548935528691e-53,1.00587248205839e-51
"DLX5",3.96382123447297,1.28811558123216,354.682672164994,4.04986415009047e-79,1.41973943463995e-77
"DMKN",-1.15083319887915,3.91308018426802,35.9223789959852,2.05336673742862e-09,4.1213944525056e-09
"DMRT2",-1.82478530445067,3.75713254171818,12.7733551425989,0.000351591643153882,0.000508088047383409
"DMTF1",1.114180853372,5.55620183424041,109.224639609106,1.44897737565159e-25,6.0607282200542e-25
"DNA2",2.11283719183659,1.77577146533409,170.644941523053,5.34941572523622e-39,3.83546414294006e-38
"DNAH11",5.23566973994339,5.14947626730369,222.205561688209,2.9874799480472e-50,3.46384931875138e-49
"DNAH1",1.53881347947322,3.36246139480887,106.629302865478,5.36736667362141e-25,2.19091496082974e-24
"DNAJB13",4.17406264656173,2.16009594394878,121.723743237607,2.65326122434081e-28,1.24077021285165e-27
"DNAJC11",-1.26350667836167,5.90962199398381,629.874346231121,5.32291942919757e-139,9.44121149709698e-137
"DNAJC12",-1.04483929845637,2.4058239293435,36.0018439060319,1.97130894828001e-09,3.96203048973747e-09
"DNAJC5B",5.1965051838166,0.227643791641179,270.340223931342,9.56663270010208e-61,1.73187436936599e-59
"DNAJC6",-1.33040841563057,3.53227551578153,131.07721549749,2.3815978255299e-30,1.21518582200582e-29
"DNASE1L3",-2.02206476890568,3.50804692857115,200.2770696987,1.81706010132692e-45,1.7069595491595e-44
"DNASE1",-3.23926305434787,3.65525411755245,283.888343305638,1.06728211128669e-63,2.13155980912337e-62
"DNER",-2.47243369059016,3.42143349283,83.0044300179087,8.18697049971860e-20,2.68554983433085e-19
"DNHD1",1.79301147130675,3.11169963635552,135.229878610845,2.9407254718325e-31,1.55699604850151e-30
"DNM1P35",1.30345783673034,0.621079212712533,113.339275749749,1.8183943445777e-26,7.94960602695517e-26
"DNM1",1.27696193737629,4.74925863078172,53.2201308588702,2.98187240643098e-13,7.21567597586733e-13
"DNM3",-1.15794560535091,2.87683745226247,178.33287426566,1.12054852453078e-40,8.57035547586452e-40
"DOC2A",6.64458284298604,4.98103949756527,364.013444744912,3.76427346147081e-81,1.3951221468272e-79
"DOC2B",-1.78882461982684,1.01811528318867,142.324585470307,8.25865713197849e-33,4.64674216802672e-32
"DOCK10",1.57474853480226,5.13594083288233,226.008749043926,4.423849798444e-51,5.31539823766267e-50
"DOCK2",2.46434061893129,5.30137949320092,219.564388992412,1.12564611791883e-49,1.27633192624601e-48
"DOCK4",1.05859379790368,5.64105663113656,184.19566033039,5.88023002611552e-42,4.76656948634903e-41
"DOCK6",1.0711831821083,6.61584571779599,119.714979675886,7.30353892698358e-28,3.36057524623621e-27
"DOCK8",1.32087467378884,6.80978737191593,192.59669929289,8.62079620005977e-44,7.54648898852471e-43
"DOK1",1.18301404205536,3.98555044277791,261.246242465607,9.18052453280087e-59,1.53686106757528e-57
"DOK2",1.71759428483987,3.8502025912599,179.657720894257,5.7564417760333e-41,4.45302315789824e-40
"DOK3",2.7426732942787,3.7405243703046,466.608353949175,1.75315909461609e-103,1.26185107974324e-101
"DOK7",-2.6974840406564,0.965239240950356,209.824182717113,1.50045932829028e-47,1.53223739082912e-46
"DONSON",1.34658759179391,2.99285278693114,177.043820476731,2.14241306382278e-40,1.61783133491615e-39
"DPEP1",-4.97990290341278,6.11403577497029,592.188412201164,8.37336406719033e-131,1.23519555680266e-128
"DPEP2",2.61426031322362,2.07807677567782,395.741478608082,4.65557678262059e-88,2.10192237831103e-86
"DPF3",1.019423125522,2.69874811222928,28.9924893223152,7.26594655319199e-08,1.33731115127866e-07
"DPP6",-3.42484567004488,1.70983920763846,166.746883534635,3.79943421224025e-38,2.63169550572606e-37
"DPP9",1.24730693231075,6.42868431540625,277.164587476891,3.11524853190662e-62,5.94290497783312e-61
"DPT",-2.46731154319861,2.36317602339628,128.403770720273,9.1581516377076e-30,4.56345489131122e-29
"DPY19L2P2",1.94393230479302,3.22433598673015,152.97542060465,3.87832946332983e-35,2.38872388070075e-34
"DPYSL3",1.17555367769385,6.61647260493886,54.233193137432,1.78053564282819e-13,4.35817324502993e-13
"DPYSL4",2.47908941001505,1.5005607427238,46.9424063401027,7.31036875639078e-12,1.65326630390811e-11
"DPYS",-1.36490498284246,6.04988536031414,60.297271124472,8.15603972236518e-15,2.13337141544099e-14
"DSCAML1",1.25423472271598,4.01838529445915,68.3779332414863,1.34979606815894e-16,3.83132246513623e-16
"DSCC1",1.54080767335137,1.57617717268211,239.599137948083,4.80962972237829e-54,6.42678683710441e-53
"DSP",-1.48789384244945,7.22686301562995,108.431196420494,2.16227509750812e-25,8.98625848752399e-25
"DTL",2.60303208834505,2.6632861790285,293.692057775703,7.80023281004474e-66,1.68672958834335e-64
"DTX1",-2.93197497301496,3.16798602577598,752.306960043525,1.26411452569521e-165,3.62193121506403e-163
"DTX2",1.19582449691083,4.08331626441167,361.254407131298,1.50121093021981e-80,5.45525406081584e-79
"DTX3L",1.05704173514387,6.55310601005669,261.77028322419,7.05734927438721e-59,1.18810674394458e-57
"DUSP10",1.72722900206905,3.18296436213519,222.119290160783,3.11976732065044e-50,3.61441783128857e-49
"DUSP15",-1.48651597327595,3.40332230937365,41.0770894790807,1.46341722876729e-10,3.1059050272655e-10
"DUSP4",1.78962624873788,2.87846624771447,137.736017178931,8.32381422366744e-32,4.52449865444806e-31
"DUSP5P",4.89674314730384,0.357269890880306,307.857368435294,6.39716715592944e-69,1.55737571006851e-67
"DUSP9",-7.14577913184353,4.76917854379311,863.332203524647,9.18636029845391e-190,4.71957179609189e-187
"DYNLL2",-1.09065413979019,6.14769842535802,249.00201299651,4.28559920103856e-56,6.29075295529788e-55
"DYSF",1.4885418179645,7.15691472984666,164.284132073923,1.31126887840533e-37,8.89644581938114e-37
"E2F1",2.2319301717218,2.69158051150401,283.537956698152,1.27242160593647e-63,2.53785937173326e-62
"E2F2",2.67164383015563,0.926172560117146,268.100412579649,2.94388858998222e-60,5.22777069155484e-59
"E2F7",2.67498060477167,0.965278701187553,151.630373986035,7.63152255659939e-35,4.65992026929403e-34
"E2F8",3.25879446022545,1.09944215154043,204.419435168798,2.26706240869295e-46,2.20620266669604e-45
"EBF1",1.01073917158955,4.83043868083394,64.1290456372506,1.16530828979499e-15,3.1665015884836e-15
"EBF2",3.24211405351914,2.07010463358434,212.185043184355,4.58313636807301e-48,4.78850972986814e-47
"EBF3",2.1016782252066,2.16070000748932,116.975443548701,2.90644011378956e-27,1.31540252902037e-26
"EBI3",2.48791344235911,2.44262664288474,255.245601605909,1.86593988968514e-57,2.93875670363837e-56
"ECHS1",-1.61717903783324,7.47618276673199,621.849177881078,2.96188817615564e-137,4.95833392545425e-135
"ECSCR",1.44770375661756,3.83403128232697,137.610327753937,8.86769925438838e-32,4.81310933301029e-31
"EDA2R",2.57078607111722,4.09994271888745,521.796911544119,1.72028845751437e-115,1.6119860206608e-113
"EDIL3",1.07122977717267,5.70698658023239,36.3178349315039,1.676228907988e-09,3.38219589654838e-09
"EDN1",1.98788293319727,6.08134712293957,132.159248889967,1.38085740234737e-30,7.1237515365559e-30
"EDNRA",1.49429708452492,5.25525428069087,128.578916547076,8.38462883683578e-30,4.18781713174711e-29
"EDNRB",1.14374049686172,7.61154141127821,56.9746184182886,4.41473066598273e-14,1.11653492093832e-13
"EEF1A2",1.52921572840498,3.91268688467156,15.7286691450197,7.31076755908321e-05,0.000110719555167037
"EFCAB4B",2.50753497601723,1.23430065888568,213.358317646287,2.54216105714548e-48,2.70347306141402e-47
"EFHD1",-2.78874399671568,6.38051602753509,746.705462422752,2.08811661501215e-164,5.86997159378604e-162
"EFHD2",1.29009531164478,6.26786560710558,257.18767083553,7.03962199174143e-58,1.1375632110082e-56
"EFNA1",1.28037288897112,6.98831120506917,143.605320701884,4.33393427609486e-33,2.46267302744231e-32
"EFNA3",2.16653295066346,2.73595041144985,287.693050163776,1.58207334909944e-64,3.25121528665277e-63
"EGFLAM",1.63953542241327,3.90329144791428,102.075639319523,5.34417188053185e-24,2.0816422705371e-23
"EGFR",1.41473816685503,7.21729995019926,89.0485092119787,3.85248966743534e-21,1.33298289723918e-20
"EGF",-5.92952035238422,6.23916594642767,1082.13918651054,2.51686207352424e-237,2.88451754103367e-234
"EGLN3",4.40777574819558,9.24133413459888,571.809144489527,2.26871644619852e-126,2.9912925957444e-124
"EGR2",-1.14091937982156,4.24400731940703,48.641690055867,3.07267503164271e-12,7.06478168155012e-12
"EGR3",-1.05040601263264,4.10150533168166,34.4100967114299,4.46401519829044e-09,8.79637117303654e-09
"EHBP1L1",1.14279375694405,6.38500769810276,155.045066075395,1.36881725296822e-35,8.56531215958569e-35
"EHD2",2.14467408325557,8.48416975281011,349.205974072072,6.31030793707046e-78,2.14651319530623e-76
